filename,text
IMAGES-006-HOUSE_OVERSIGHT_020843.txt,"This work is licensed for non-commercial distribution (but NOT for excerpting, or modifying or creating derivatives) under the Creative Commons
Attribution-NonCommercial-NoDerivs 3.0 Unported CC BY-NC-ND license. You can find this license at http://creativecommons.org/licenses/by-nc-
nd/3.0/legalcode or send a letter to Creative Commons, 171 Second Street, Suite 300, San Francisco, CA, 94105, USA.

HOUSE_OVERSIGHT_020843
"
IMAGES-006-HOUSE_OVERSIGHT_021585.txt,"<
; .
,

Page 1

09/30/2008
Case Number: 31E-MM-108062
Serial No.:

Does Accomplishment Involve

Drugs... ee ee ee ew ew ENN
A Fugitive. ......-4. : N
Bankruptcy Fraud. ...... : N
Computer Fraud/Abuse. ....:N
Corruption of Public Officials: N
Money Laundering. ...... :N

Sub. Invest. Asst by Other FOs:

RREKREREKEKE CHILD LOCATE REKEEEKRERERE

SENSITIVE / UNCLASSIFIED

Stat Agent Name:
Stat Agent SOC.:

Investigative Assistance or Technique Used

FINAN ANALYST
AIRCRAFT ASST
COMPUTER ASST
CONSEN MONITR
ELSUR/FISC
ELSUR/III

ENG FIELD SUP
ENG TAPE EXAM
LEGATS ASST.
EVIDNCE PURCH
INFORMANT/CW
LAB DIV EXAMS

LAB FIELD SUP
PEN REGISTERS
PHOTO COVERGE
POLYGRAPH
SRCH WAR EXEC
SHOW MONEY
SOG ASST

SWAT TEAM
TECH AG/EQUIP
TEL TOLL RECS
UCO-GROUP I
UCO-GROUP II

UCO - NAT BACK
NCAVC/VI-CAP .
CRIM/NS INTEL
CRIS NEG-FED
CRIS NEG-LOC
ERT ASST
BUTTE-ITC
SAVANNAH- ITC
POC-WRCSC

FT. MON-NRCSC
FOR LANG ASST
NON FBI LAB EX

09/30/08 18:56:35
Report Date: 09/30/2008 b6
Accom Date.: 06/30/2008 b7c
b7E

Assisting Agents SOC Subject Name

RA Squad Task Force

PBC PB2
= Used, but did not hetp
= Helped, Minimally
= Helped, Substantially
= Absolutely Essential.

FWD =

VICT-WITN COOR
10 WANTED FLYR
SARS

CART

ASSET FORF PRO
FORF SUPPORT P
TFOS/CTD
CXS/CTD
INFRAGARD/CYD
OFC/CID

PPP

Living/Deceased: Living
Date Child Located: 06/30/2008

ENTERED UPON RECEIPT

SENSITIVE / UNCLASSIFIED

HOUSE_OVERSIGHT_021585
"
IMAGES-007-HOUSE_OVERSIGHT_023903.txt,"CHAPTER 11

Restructuring the University

It is a miracle that curiosity survives formal education.
—Albert Einstein

When I moved from Stanford to Yale, it was entirely because of the
efforts of Bob Abelson, a psychology professor who became my good
friend and wonderful colleague during the 15 years I was at Yale. Bob
had been instrumental in helping to create the Computer Science
Department at Yale, which is the department that wound up recruit-
ing me( Bob had hoped I would be outside the department structure
since I didn’t really fit in anywhere very well, but he couldn’t win that
argument.)

Bob told me a story about the creation of the Computer Science
Department at Yale, which involved his having to argue with another
faculty member on a university committee about why a department
should be created around a machine. He said that one member of the
committee actually asked him whether there should be a department
of lathe science as well.

We both found this to be pretty funny at the time. Now, however,
I have to admit that the guy had a point.

I have been a professor in quite a few academic departments in
my university career: linguistics, computer science, psychology, edu-
cation, and electrical engineering. These departments all have some
something in common: They have no real reason to exist. One would
assume that departments represent academic disciplines that are co-
herent in some way, but it simply isn’t so. The people in a computer
science department, for example, have in common that they all think
about computer-related issues, but so do people in other disciplines.
Some parts of computer science have more in common with math-
ematics than they do with other parts of computer science. There were
many people in the departments that I was in who worked on things
that I didn’t understand or care about. All our interchanges were about

157

HOUSE_OVERSIGHT_023903
"
IMAGES-009-HOUSE_OVERSIGHT_028282.txt,"THE HOUSE OF THE NOBLEMAN
CURATED BY WOLFE VON LENKIEWICZ & VICTORIA GOLEMBIOVSKAYA

PRESS CLIPPING (INTERNET)

DAZED ..:::.

http://www.dazeddigital.com/artsandculture/article/8775/1/the-house-of-the-nobleman
Arts & Culture

The House Of The Nobleman

Old Masters are hung in the company of some of the most notorious contemporary artists on the block in a show
opposite Frieze Art Fair

Text by John-Paul Pryor

For what is a man profited, if he gains the whole world and loses his own soul? Perhaps this is one question that
could be asked of any billionaire art collector. In The House of The Nobleman, artist Wolfe von Lenkiewicz
examines our relationship to art and the role of the supposedly worldly or noble collector from a non-
judgemental critical distance, and exhibits art both old and new (from Manet and Cézanne to The Chapmans and
Damien Hirst) in a show that promises to prove contentious. Here, Lenkiewicz’s own “resequenced” Picassos will
be exhibited against their original counterparts, effectively folding art history in upon itself to create an entirely
new kind of dialogue. Dazed Digital went down to his studio to talk nobility, history and the reasons why a lost
battle is a battle one thinks one has lost.

Dazed Digital: What is the concept that informs The House Of The Nobleman?

Wolfe von Lenkiewicz: When | started to plan the exhibition with the co-curator Victoria Golembiovskaya (by
whom | was fascinated because she was instrumental in manoeuvring a submarine in the grand canal in Venice), |
began to think about the notion of quality in the 21st century as opposed to the set of values pursued by Marsilio
Ficino. The dislocation and decertification of a stable position in the world, which was formally the aristocrat, the
king... the noble man. The artist, being perceived at the centre, was seen as a God, and within Ptolemaic
concentric rings one moved from dog, to angel, to God. This is a hierarchical linear model, which has been
attractive for five centuries in one form or another. The idea of this show is to explore a post-humanist form of
compassion — the world is dynamically changing, and no matter how flexible our map may be to quantify it, we
will be in an eternal struggle with meaning.

HOUSE_OVERSIGHT_028282
"
IMAGES-004-HOUSE_OVERSIGHT_018293.txt,"waiting for his flight in front of a TV in the crapped-out lobby of an old hotel on the
road out of town, watching Mubarak’s promised speech. The President projected
total confidence on screen. This was the Mubarak Wisner had known in the 1980s.
There had always been a barreling self-assurance about the man; it was alive in him
now, facing the unthinkable. Ruggedly handsome and perfectly controlled. You could
almost believe, as Wisner did for a moment, “This was a great man who had led a
country through difficult times. He will endure.” Six assassination attempts. Mubarak
had always been a survivor.

Yet as he watched, Wisner knew the challenge the great man faced. Did Mubarak, he
wondered? Did he even understand what was happening around him? That he was
giving the speech on television, in the face of this strange revolutionary movement
that was unfolding on the smart phones of Cairo as much as on its streets, was a
subtle admission: Old power struggles to handle new rules. Wisner had seen tapes
of the earlier speeches, the ones intended to calm the crowds which had in fact
inflamed them further. He knew just how fine the edge Mubarak now paced.
Mubarak needed to address the protestors on their own level. He needed to show he
understood. There was only one thing he must not do, Wisner thought as he
watched. He must not address the protesters paternalistically, as a father might
speak to a child. On the screen in front of him, Mubarak continued in his steady,
slightly strident voice. “I am speaking to you all from the heart,” he said. “A speech
from a father to his sons and daughters.”

Two weeks later, Mubarak was gone.
2.

Imagine, for a moment, you are Mubarak - or really any successful early 215' century
autocrat. You’ve managed several decades of control in your Middle Eastern, North
African or Asian country. Perhaps you've inherited your position from your father or
an uncle. They’ve taught you about power. Keep it tightly controlled. Replace key
officials regularly. Execute your enemies from time to time. You’ve learned the
virtues of the hard crackdown. You've sent your security officers to the best military
schools in the US and Europe, and taught them to temper their firm grip with (a bit
of) humanity. In short, you’ve mastered the use of a strong hand and the
establishment of a certain national logic that suggested your name — Qadafi or
Mubarak or el-Abidine ben Ali - as a synonym for stability, for prosperity and even
pride. This seems to you like the most stable possible order. You know that someday
it might have to change, but that day seems a long way off. You delay reform. You
prepare your son to take over. Meanwhile, your citizens begin to acquire the
Internet and cell phones. And one day in 2008, following a financial crisis far away
from your own shores, you begin to notice an unnerving trend.

On the streets of Iceland and then Spain and then Chile and then Israel and Ukraine
and Turkey and Mexico and then New York City, thousands or hundreds of

thousands of citizens gather. There is no one leader of any of these protests. Instead
these movements breathe and grow like an organic whole. The discontent is diffuse

61

HOUSE_OVERSIGHT_018293
"
IMAGES-003-HOUSE_OVERSIGHT_014877.txt,"in 2H19, we view final investment decision (FID) — and an exploration program that
yields one well result every 6-8 weeks as a catalyst to rerate Hess over time.

Liza area moving towards 2bn boe

Operator Exxon recently confirmed the latest exploration test in Guyana ‘Snoek’ as the
latest discovery in the Liza development area, with ~82ft of net pay and in line with pre
drill expectations we are led to believe is in the 200-300mm boe range. Recall from our
discussions with management, Snoek was characterized as a smaller but distinct target,
updip of Liza, but lower risk.

The well was drilled in 26 days to a depth of ~17,000ft in 5,128ft of water 5 miles south
west of Liza #1, as shown in the graphic below; the Stena Carron drill ship has now
relocated to the next well test, the ‘Liza #4’ appraisal, where we anticipate results by
end April but with the possibility of a drill stem test in a success case that may push the
well result into mid-May.

Exhibit 5: Liza targeting Exhibit 6: Exxon operated blocks in Guyana

= Multi-FPSO, ExxonMobil-operated development a

- Phase 1: 100 - 120 KBD; attractive return at $40/B flat real

- FEED under way; Phase 1 AID expected in 2017

Future

potential Duscomocs

Block Size

tn
150

Liza Phase 2

Discoveries

Potential 2017-2019
opportunities

| XOM interest

Liza Phase 1

Source: Exxonmobil Source: Exxonmobil

Critically, ‘Snoek’ reinforces management's prior characterization of the Stabroek block
as moving towards a 'DHI play’ meaning the risk profile of incremental exploration
improves - a critical factor for the next well in queue, the Payara #2 appraisal that will
also target a deeper test (Pacuma)} scaled with a pre drill target of ~1bn boe. The next
prospect, Liza lookalike named ‘Turbot will likely be spud around mid-year.

From our discussions with Hess and the operator we summarize our understanding as
follows:

¢ Operator XOM had previously framed the discovered potential in the Liza /
Payara at 1.5bn — 2.0bn boe, subject to completion of two planned additional
appraisal wells. Quoting EVP Mark Albers and CEO Darren Woods

‘The success at Payara combined with the additional oil pay discovered with Liza-3
brings the total discovered resource on the block to somewhere between 1.4 billion oil
equivalent barrels and 2 billion oil equivalent barrels.’

“to clarify, what we have found - not potential upside, but what we have found is 1.4
billion to 2 billion BOE. The upside is mutti-billion barrel unrisked potential’

Bankof America <>
Merrill Lynch Hess Corp. | 11 April 2017 5

HOUSE_OVERSIGHT_014877
"
IMAGES-002-HOUSE_OVERSIGHT_012697.txt,"Arch gift card for free McDonalds hamburgers. A bargain is a bargain,
rich people run around like lunatics, collecting gifts for their
housekeepers. Among the shoppers are Steven and Heather Mnuchin,
Viacom’s Deborah and Philippe Dauman, Tamara Mellon, Christine Taylor
and Ben Stiller, Cate Blanchette, Susan and Robert Downey,Jr., and Debra
and Hugh Jackman.

Next stop is The Weinstein Company’s Pre-Oscar party at the Soho House,
sponsored by MontBlanc, celebrating their new charity partnership and $1
million dollar donation to the Princess Grace Foundation-USA. Long gone
are the funky Miramax Saturday night parties where nominees spoofed
their own films in homemade costumes and ad-libbed hilarious skits.
Grown men would dress as Anna Paquin and play the piano in hopes of
winning a Max Award.

There is social anxiety at the Soho House garage entrance. Guests
patiently wait as super stars whisk by. A four hundred pound gorilla
refuses to let me on the elevator until I spot Benny Medina. Once on, I
see the radiant Jennifer Lopez in the corner and remind her we met on
Len Blavatnik’s yacht in Cannes. She graciously pretends to know me. Her
manager, Benny Medina is kicking me.

I slip into Colin Firth’s booth by the front bar to have a tete-a-tete
with him and his wife Livia Giuggioli about tomorrow night. Jokingly, I
suggest when he wins to say, “I’m speechless”. Colin patiently assures
me many people, far more clever than I, have already mentioned this. He
then says that others are waging bets on whether he might subconsciously
stutter. I grill him about his wardrobe, assuming he will be wearing a
new Tom Ford tuxedo. He tells me both he and Ford will be in older
models as Ford only designs classics. I tell him I made director Charles
Ferguson, front runner for the financial documentary “Inside Job” spend
$6,000 dollars last week for a new Tom Ford tuxedo.

In the back room Jennifer Lopez is now seated with Weinstein’s wife
Georgina Chapman. Nominee Helena Bonham Carter, her husband Tim Burton
and her mother Elena circulate. Celebs have now drifted over from The
Night Before Party. The star power includes Adrien Brody, Mary-Kate and
Ashley Olsen, Cameron Diaz, Camilla Belle, Chace Crawford, Claire Danes
and Hugh Dancy, Darren Aronofsky, Emma Stone, Jaime Foxx, director John
Wells, Kerry Washington, Piers Morgan, Rachel Zoe, Russell Simmons, Sean
Parker, Sir Ben Kingsly, Zack Braff , Michelle Williams and Leonardo
Dicaprio with Bar Rafaeli. “Speech” filmmakers are functioning on high
anxiety.

Sunday, February 27, 2011

HOUSE_OVERSIGHT_012697
"
IMAGES-001-HOUSE_OVERSIGHT_011126.txt,"That leaves economics. Here | really have a one-man pantheon in Sir William Petty. |
suppose that! am the only person to have looked at his portrait alongside Isaac
Newton’s, in the Royal Society which they co-founded, and seen the two as
intellectual equals. Mill seems a clear second, thanks to his superb paragraph on
growth. The candidates for third seem well behind. Maybe Jevons or John Rae or
Leon Walras. Time has not been kind to the teachings of Keynes. I would now rank
his teacher Alfred Marshall higher. I like Myrdal’s magnificent ex ante - ex post
distinction. Boehm Bawerk and the Austrian school are underrated. The pantheon

might have room for him.

Am I being too tough on later economists? We should not forget Schultz and Ben-
Porath. Schultz’ greatest achievement, unless Mincer beat him, was in spotlighting
human depreciation. That left me to ask where this huge flow goes. The answer
becomes inescapable once we focus on the question. It gives the obvious solution to
the age-wage problem. Everything in this book is obvious. Some of it, like that

solution, is the obvious but unnoticed.

Somebody, sooner or later, breaks the news about the emperor’s new clothes. You’d
think Don Quixote would be the last to pipe up. No one in the world was more
devoted to tradition and beautiful creatures of the mind. But it takes a fool. He was
that, and so am I. Der reine tor. There have to be a few of us always. We'll get a few

windmills before they they get us.

Chapter 10: Three Pantheons 2/10/16 4

HOUSE_OVERSIGHT_011126
"
IMAGES-005-HOUSE_OVERSIGHT_020345.txt,"193

“There is only one door to Snowden,” Zamir wrote me. “His name is Kucherena.” Since
Zamir said Kucherena rarely saw journalists he that he had a contact in his office. He further told
me Kucherena required that any journalist seeking an interview with Snowden to submit his
questions to him two weeks in advance and, if approved, sign a document stating I would not
deviate from the questions. Next, my questions had to be translated from English to Russian
(even though Snowden does not speak Russian) and then vetted by Kucherena’s staff. Zamir
also suggested I stay at the National hotel in Red Square because Snowden has gone there for
previous meetings with Bamford. So I sent Kucherena, via Zamir, ten questions that might
interest Snowden (if they ever reached him.)

I next obtained a multi-entry Russian visa from the Russian consulate in New York, booked
myself a room in the National hotel with a view of the Kremlin and used all my remaining
frequent travel miles to book a direct flight on Aeroflot to Moscow.

HOUSE_OVERSIGHT_020345
"
IMAGES-005-HOUSE_OVERSIGHT_018802.txt,"Retail Construction on Las Vegas Boulevard

The following table summarizes the retail construction on the Las Vegas Strip since 2000.

PROPERTY ADDRESS / LOCATION RENTABLE STATUS
Sate a Shops (Desert Passage - 3667 Las Vegas Boulevard 490,000 Complete

Showcase Mall Phase II 3785 Las Vegas Boulevard 40,000 Complete

Fashion Show Mall Expansion Phase |

3200 Las Vegas Boulevard Complete

Boulevard Collection Las Vegas Boulevard @ Sahara 50,000 Complete
Mandalay Place 3950 Las Vegas Boulevard 90,000 Complete

all Expansion Phase II 3200 Las Vegas Boulevard 609,500 Complete
Hawaiian Marketplace 3742 Las Vegas Boulevard 80,000 Complete
Forum Shops at Caesars Palace Phase Ill 3500 Las Vegas Boulevard 167,000 Complete

3325 Las Vegas Boulevard
Las Vegas Blvd @ I-215

364,000
925,000

Complete
Complete

E Harmon Ave @ Las Vegas Blvd 425,000 Complete
Showcase Mall IIl Las Vegas Blvd @ Tropicana Ave 97,320 Complete

HOUSE_OVERSIGHT_018802
"
