filename,text
IMAGES-009-HOUSE_OVERSIGHT_027174.txt,"Is Read: Yes

Is Invitation: No

GUID: 63087F91-D717-4F88-843E-B68499

2%

Message: If i do something great I want ppl to Know I'm involved.

7

1E42D0

the one to do stuff and others get credit.

Time: 02/22/17 08:32:23 AM (509473943)

Flags: 1060865
Is Read: Yes

Is Invitation: No

GUID: C87793FE-87EB-4D1C-9DD0-C68DE00816F8

Message: Ok

Sender: e:jeeitunes@gmail.com

Time: 02/22/17 08:33:22 AM (509474002)

Flags: 1085445
Ts Read: No

Is Invitation: No

GUID: 9CA60CAE-EFED-496F-AB2C-A3600405BA73

Message: director of the cryptographic health data initiaive

sender:

Time: 02/22/17 08:34:51 AM (5094740
Flags: 1126401
Is Read: Yes

Is Invitation: No

91)

GUID: F6BI8CB9-12C4-4C35-BAF8-FABDB

Message: https://www.google.com/patents/US$7270633

Sender: e:jeeitunes@gmail.com

EFFO26E

a

Time: 02/22/17 08:36:18 AM (509474178)

Flags: 1085445
Is Read: No

Is Invitation: No

GUID: 98EB4776-3251-41C2-B951-44162601C3B2

Message: interesting but too tech and not on point

Time: 02/22/17 08:39:28 AM (5094743
Flags: 1060865
Is Read: Yes

Is Invitation: No

68)

It's been hard being

HOUSE_OVERSIGHT_027174
"
IMAGES-006-HOUSE_OVERSIGHT_021226.txt,"ceremony in New York City on May 7.

In a time when this country's highest powers have taken it as their business to demean the
work of journalists, it is particularly significant for us to honor those who have taken up the
tools of journalism to challenge corrupt power wherever it may reside,” said Hillman judge Ta-

Nehisi Coates.

In 2011, the Sidney Hillman Foundation inaugurated the Canadian Hillman Prize. This year’s
winners, Harvey Cashore, Bob McKeown and Kimberly Ivany of CBC’s The Fifth Estate, won for
their sweeping investigation into the research and regulatory failures that have put millions of
children at risk on their way to and from school each day. Their reporting exposed fraudulent
science behind Transport Canada’s seminal seatbelt study and led the Transport Minister to
form a task force with the provinces to look at implementing seatbelts on school buses across

the country.

The Hillman Foundation announced Monday that CUNY professor and historian, Joshua B.
Freeman, is the recipient of its 2019 Sol Stetin Award for Labor History. Freeman has written
extensively about the history of labor, industry, modern America, and New York City. The
Hillman Foundation established the award in 2005 to honor a labor historian who has made

significant contribution to the field, researching and telling the stories of working peoples’ lives.

Since 1950, the Hillman’s Prizes for Journalism honor the legacy of Sidney Hillman, an
immigrant who dedicated his life to a “better America.” Hillman believed that a free press was
essential to a fair and equal society. The Sidney Hillman Foundation has sought to carry on his
legacy by honoring journalists who illuminate the great issues of our times—from the search for
a basis for lasting peace, to the need for better housing, medical care, and employment security
for all people, to the promotion of civil liberties and the battle against discrimination based on

race, nationality, or religion.

For more information, including to RSVP to the event, please contact Alexandra Lescaze at 646-

448-6413 or Alex@HillmanFoundation.org

HOUSE_OVERSIGHT_021226
"
IMAGES-009-HOUSE_OVERSIGHT_028247.txt,"/ BARAK / 113

ill-fated Israeli war in Lebanon since 1982, was the reason I ultimately found
myself back in the Israeli government.

It began on July 12, 2006, when Hizbollah fired rockets from southern Lebanon
as cover for an ambush of two Israeli Humvees on our side of the border. Two
soldiers were killed, and two others abducted. A few hours later, when an Israeli
armored unit crossed to look for the kidnapped soldiers, an explosive charge blew
up one of our tanks, killing four of its crew members.

Arik was no longer Prime Minister by then. With Bibi marshalling opposition
inside the Likud to the Gaza disenagegment, he had formed a new centrist party
called Kadima, along with prominent Likud moderates and buttressed by a Labor
